,interest,country,count
14331,Digital Audio,Ecuador,82605
9282,Computer Software and Applications,,82590
7636,Adventure Video Games,Kuwait,82560
7298,Business News Radio,,82545
17423,Adult Album Alternative,Thailand,82515
15000,College Radio,Australia,82500
221,Music TV,,82440
10266,Digital Audio,,82440
13070,Sports Equipment,South Africa,82410
6331,Travel Locations,Kenya,82395
12750,Travel Type,Bahrain,82380
14989,Web Hosting,Tunisia,82365
5828,Web Development,Italy,82275
5426,Australian Rules Football,,82245
5819,Fine Art Photography,Qatar,82245
9156,College Football,Malaysia,82245
13038,Inspirational/New Age Music,UAE,82215
18741,International News,,82200
4613,Designer Clothing,Indonesia,82185
8106,Events and Attractions,Zambia,82155
4863,Comedy TV,Egypt,82140
17647,Summer Olympic Sports,Switzerland,82065
1154,Classical Music,France,82050
19540,National News,,82005
2263,Sports Radio,Germany,81960
12622,Darts,Switzerland,81945
2793,Men's Clothing,Lebanon,81915
103,Music TV,,81915
10223,Environment,USA,81900
12701,Men's Sportswear,South Africa,81885
16500,Music and Party Video Games,Denmark,81885
5230,Business Banking & Finance,Jordan,81885
18051,Disasters,UAE,81885
1555,Auto Racing,Ghana,81840
12466,Home Entertainment Systems,India,81810
7832,Personal Celebrations & Life Events,Lebanon,81780
17850,Parenting Babies and Toddlers,UK,81750
519,Children's Music,UAE,81720
15635,American Football,,81720
18357,Movies,,81705
19772,Factual TV,Chile,81705
7246,Web Hosting,Argentina,81705
4600,Rock Music,USA,81675
637,Buddhism,Bahrain,81660
15221,Indie and Arthouse Movies,Sweden,81630
4203,Computer Software and Applications,,81630
2055,Real Estate,Saudi Arabia,81570
7508,High Fashion,Indonesia,81555
11402,Adventure Video Games,Qatar,81525
10514,Animation Movies,,81525
20225,National News,,81525
12094,Celebrity Style,France,81510
665,Action Video Games,Syria,81510
7007,Political Event,France,81510
3932,Job Search,Germany,81495
19515,Cinemas and Events,Iraq,81495
9585,Business Travel,Lebanon,81480
16439,Injuries,UAE,81480
9473,Educational Radio,Russia,81480
12734,News Radio,Palestine,81465
7496,Rugby,,81435
4226,Internet,Russia,81420
4689,Job Search,Morocco,81420
1203,Painting,Malaysia,81405
7576,Men's Casual Wear,Spain,81390
8964,Outdoor Activities,Sudan,81375
4455,Local News,,81375
5292,News and Politics,Zimbabwe,81345
8232,Movies,Jordan,81345
5517,Local News,,81330
2809,International News,,81315
17089,Honeymoons and Getaways,Iraq,81315
17032,Healthy Cooking and Eating,Thailand,81300
10109,Sports,Zimbabwe,81300
4178,Snooker/Pool/Billiards,Zimbabwe,81300
10526,Parenting Children Aged 4-11,New Zealand,81285
6780,Women's Hats and Scarves,Australia,81270
10132,Africa Travel,New Zealand,81270
1556,Skin Care,Indonesia,81255
7596,Elections,Canada,81195
15268,Exercise and Fitness Video Games,USA,81180
12463,Browsers,Argentina,81180
7262,Crime,UK,81180
12180,First Aid,UAE,81120
7960,Europe Travel,Morocco,81060
12281,Birdwatching,Qatar,81045
16158,Rock Music,UAE,80985
2791,Resume Writing and Advice,Morocco,80985
13230,Debt Factoring & Invoice Discounting,France,80955
15894,Graphics Software,Malaysia,80955
4834,Politics,Qatar,80940
15809,Men's Sportswear,Kuwait,80925
10047,Video Software,,80910
4721,Rugby League,,80910
16204,College Baseball,India,80895
21072,Apartments,Qatar,80895
5934,Fine Art Photography,India,80895
16998,Books and Literature,South Africa,80880
11687,Business News Radio,Zambia,80880
14935,News Radio,Zambia,80880
8900,Local News,Jamaica,80865
11533,Bars & Restaurants,Lebanon,80820
13578,Horror Movies,Lebanon,80805
5039,Web Hosting,Netherlands,80790
14164,Outdoor Decorating,UAE,80775
2503,Disabled Sports,Malaysia,80760
8926,Animation TV,Netherlands,80745
8820,Fantasy Sports,Tanzania,80700
18804,Education,South Africa,80700
8133,Indie and Arthouse Movies,New Zealand,80640
16840,Desserts and Baking,Philippines,80625
10607,Dance and Electronic Music,France,80610
17797,Business Banking & Finance,Algeria,80610
20465,Microcar,Egypt,80610
13356,Scuba Diving,Australia,80565
19203,Genealogy and Ancestry,Australia,80550
5899,Women's Clothing,UAE,80535
10248,Adventure Video Games,Venezuela,80445
8100,Photo Editing Software,New Zealand,80430
15313,Search,USA,80430
17135,Action and Adventure Movies,Germany,80430
19605,Early Childhood Education,USA,80415
6288,Personal Celebrations & Life Events,Hong Kong,80415
3129,Resume Writing and Advice,Germany,80400
9395,Computer Software and Applications,Denmark,80385
3184,Music TV,Sri Lanka,80325
2260,Music and Audio,Bangladesh,80325
10407,R&B/Soul/Funk,Bangladesh,80325
13155,Songwriters/Folk,Bangladesh,80325
17988,Comedy TV,Nigeria,80310
2189,Travel Type,Nigeria,80265
4031,Home Improvement,UAE,80250
19982,Computer Software and Applications,Uruguay,80235
3582,Sporting Events,Tanzania,80220
20363,Beadwork,France,80205
5861,Flower Shopping,UK,80190
13740,Video Gaming,Qatar,80190
6786,Auto Parts,Saudi Arabia,80175
13916,Talk Radio,,80175
7756,Bed & Breakfasts,Taiwan,80145
17689,Auto Recalls,UAE,80130
15740,News/Talk Radio,Belgium,80115
14384,Rugby,Sri Lanka,80100
11257,Darts,Ghana,80070
19080,Career Advice,Qatar,80040
20507,Adult Album Alternative,Colombia,79980
3054,Bachelorette Party,Qatar,79980
5040,Email,France,79980
9843,Financial Assistance,Oman,79965
8514,Television,Jamaica,79950
7226,Business Expos & Conferences,Algeria,79950
20957,Events and Attractions,,79920
2056,Real Estate Buying and Selling,Nigeria,79905
11151,Religion & Spirituality,Thailand,79875
18543,Internet of Things,Nigeria,79830
13387,Bath and Shower,Saudi Arabia,79770
11614,Auto Body Styles,Philippines,79740
2016,College Sports,Morocco,79710
421,Sales and Promotions,Singapore,79695
17093,Budget Travel,Thailand,79695
13513,Special Interest TV,Qatar,79695
17513,Men's Health,UAE,79680
12457,Private Equity,UAE,79680
10819,Reggae,France,79650
6510,Shopping,Germany,79635
15460,Motorcycle Sports,Ghana,79635
667,Women's Glasses,Saudi Arabia,79605
2833,Business News Radio,Palestine,79530
11370,Album-oriented Rock,Japan,79530
20712,National News,,79485
18068,Celebrity Homes,USA,79455
12134,Video Game Genres,Libya,79455
2719,Educational Radio,Kenya,79425
1507,American Football,Egypt,79410
13337,Cameras and Camcorders,Saudi Arabia,79395
8886,Men's Clothing,Mexico,79380
11099,Fashion Events,Saudi Arabia,79335
5084,Animation TV,Nigeria,79320
20666,Auto Type,Singapore,79320
14405,Technology & Computing,South Africa,79275
3561,Video Software,Finland,79275
14566,Job Search,France,79260
7814,Medical Tests,UAE,79245
8973,Hobbies & Interests,Oman,79245
2570,Home & Garden,Portugal,79215
466,Needlework,India,79170
804,Economy,Indonesia,79140
6874,Rail Travel,Japan,79140
16296,Adventure Video Games,Kenya,79140
2314,Puzzle Video Games,,79125
14466,Indie and Arthouse Movies,Bolivia,79110
2726,Television,,79095
9907,Sports TV,Iraq,79080
16916,Laptops,India,79065
18340,Bereavement,Kuwait,79005
9316,IT and Internet Support,Italy,78975
6240,Antivirus Software,USA,78930
15736,Table Tennis,Thailand,78930
8974,Home Entertaining,Portugal,78915
7247,Web Hosting,Israel,78900
18376,Rugby,Brazil,78885
3974,News Radio,,78885
6287,Personal Care,Morocco,78870
16065,Cricket,Ethiopia,78855
13260,Smart Home,Portugal,78855
9582,South America Travel,Germany,78825
8853,College Basketball,Malaysia,78795
1111,Business Banking & Finance,Japan,78765
20131,Sports,Israel,78750
6081,Snooker/Pool/Billiards,Israel,78750
13445,Surfing and Bodyboarding,South Africa,78705
11154,Rugby League,Sri Lanka,78690
12374,Comedy Events,Kuwait,78690
12385,Home Security,Portugal,78660
5938,Hobbies & Interests,Jordan,78600
7280,Elections,Australia,78585
12241,Strategy Video Games,Morocco,78585
4352,Local News,Mauritius,78570
3812,Theater Venues and Events,South Korea,78525
19072,Auto Type,France,78525
1296,News/Talk Radio,Venezuela,78525
16030,Science Fiction Movies,Thailand,78525
12015,Sports Video Games,Singapore,78525
20316,Winter Olympic Sports,UK,78495
7804,Dining Out,Australia,78480
4874,Soft AC Music,Bahrain,78450
3046,International News,China,78435
2763,Browsers,Saudi Arabia,78435
18204,Music and Party Video Games,Ecuador,78435
1612,Deodorant and Antiperspirant,Algeria,78420
8034,Horror Movies,Ecuador,78375
1876,Puzzle Video Games,Hong Kong,78375
14246,Events and Attractions,Mauritius,78345
8416,Auto Racing,UK,78345
10815,Comedy Movies,Japan,78345
12667,Sale & Lease Back,France,78345
17746,Elections,Saudi Arabia,78330
14618,Factual TV,,78300
19255,Children's Clothing,Australia,78180
19409,Sporting Events,Belgium,78135
14404,News/Talk Radio,Sweden,78090
5377,Waterskiing and Wakeboarding,New Zealand,78075
7561,Government Support and Welfare,Oman,78075
15448,Action-Adventure Video Games,Norway,78060
6403,Cats,Malaysia,78045
3186,Science Fiction TV,Norway,78030
6784,Commercial Trucks,India,78015
14272,Resume Writing and Advice,France,78015
15260,Sports TV,Jordan,78015
21103,Strategy Video Games,Mexico,78015
10505,Home Appliances,Portugal,78000
11524,Video Production,Japan,77985
7269,Parenting Babies and Toddlers,New Zealand,77970
15977,Sports TV,Algeria,77940
4950,Hotel Properties,South Africa,77925
20053,News/Talk Radio,Portugal,77925
13834,Honeymoons and Getaways,Tunisia,77880
8660,Political Event,Indonesia,77865
12148,Microcar,India,77865
3698,Malls & Shopping Centers,Pakistan,77850
1807,Romance Movies,,77820
15815,Indie and Arthouse Movies,Iraq,77820
11248,Real Estate Buying and Selling,UK,77745
16760,National News,China,77715
12290,Romance Movies,South Africa,77670
420,Grocery Shopping,India,77670
3051,Parenting Teens,UK,77670
20996,Disabled Sports,Ethiopia,77655
9815,Makeup and Accessories,Thailand,77625
10479,Dental Health,Malaysia,77610
1408,Street Style,USA,77610
8099,College Football,Morocco,77595
7107,Digital Audio,Malaysia,77595
9507,Digital Audio,Russia,77580
5340,Educational Video Games,Tunisia,77565
1994,Asia Travel,Egypt,77550
13187,Designer Clothing,South Africa,77550
13927,Travel Locations,Italy,77535
4218,Marriage and Civil Unions,Kuwait,77460
5762,Animation TV,,77445
8479,Dogs,UAE,77415
11979,American Football,Kuwait,77355
15416,Birthday,Kuwait,77325
15371,Browsers,Germany,77310
8924,Technology & Computing,Singapore,77295
2799,Indie and Arthouse Movies,Oman,77250
8486,Spirituality,UAE,77250
17982,Sports TV,Finland,77235
17381,Sale & Lease Back,UK,77220
7075,Sports Equipment,Oman,77205
5647,Holiday Shopping,Thailand,77205
4268,Fantasy Sports,,77190
10468,Driverless Cars,Singapore,77175
3659,Public Radio,Italy,77130
6858,Wrestling,UAE,77115
4916,Home & Garden,Belgium,77100
4038,Medical Health,Saudi Arabia,77085
14485,Personal Care,Oman,77070
10851,Spas,UAE,77055
10326,Rugby,Bahrain,77040
10510,Men's Clothing,Morocco,77025
14437,Web Conferencing,Jordan,77025
18781,Action Video Games,Sudan,76980
9892,Rugby League,Brazil,76980
20359,Music and Party Video Games,,76905
10372,Shareware and Freeware,Vietnam,76905
13370,Job Fairs,Malaysia,76875
9344,Special Needs Kids,Saudi Arabia,76845
651,Beach Volleyball,South Africa,76830
20211,Men's Casual Wear,Lebanon,76815
19282,Auto Body Styles,Kuwait,76815
14229,Skin Care,UAE,76800
15289,Historic Site and Landmark Tours,Bahrain,76785
1677,Secondary Education,UAE,76770
18450,Comedy Movies,Pakistan,76725
16687,News/Talk Radio,Singapore,76725
17083,Sports TV,Uganda,76695
7966,Action Video Games,,76695
15342,Softball,UAE,76635
7441,Content Production,Tunisia,76620
17283,College Baseball,Australia,76605
4627,Rail Travel,Thailand,76575
3760,Wrestling,Spain,76500
10473,Video Software,Yemen,76485
4011,Video Production,Malaysia,76485
9601,Fiction,France,76470
4476,Classic Rock,South Africa,76455
14788,Horror Movies,Belgium,76395
10823,Local News,China,76380
11863,Pop Culture,Germany,76365
20210,Internet of Things,UK,76335
8806,Funeral,Canada,76335
7502,Darts,Sweden,76305
8163,Sports Equipment,Germany,76290
6911,Fine Art,Canada,76275
16689,Animation TV,South Africa,76260
3418,Technology & Computing,Philippines,76215
5586,Sale & Lease Back,Indonesia,76185
382,Home Entertaining,Belgium,76185
343,Educational Video Games,Hong Kong,76170
5130,Religious Events,South Africa,76125
15082,Religious Events,New Zealand,76095
12228,Factual TV,Hungary,76020
8906,Atheism,UAE,76005
13779,Men's Clothing,Canada,76005
20786,Smart Home,Belgium,75945
6985,Sale & Lease Back,Kenya,75945
20176,College Baseball,Malaysia,75885
2613,Educational Radio,Finland,75885
18305,Adventure Video Games,Ecuador,75870
1796,Web Development,Colombia,75855
10896,Fitness and Exercise,Netherlands,75840
9179,Concerts & Music Events,Switzerland,75825
16091,Action-Adventure Video Games,Portugal,75810
6848,Industrial Property,Indonesia,75810
9709,Computing,Indonesia,75795
16987,Action-Adventure Video Games,,75795
234,Simulation Video Games,Tunisia,75780
7003,Education,Saudi Arabia,75780
9326,Hip Hop Music,Peru,75765
17581,Animation TV,South Korea,75765
2537,Motorcycle Sports,Saudi Arabia,75750
3312,Europe Travel,New Zealand,75750
8300,Music and Party Video Games,Jordan,75735
12090,Personal Loans,Philippines,75720
7943,Disabled Sports,Thailand,75720
12139,Video Gaming,South Africa,75705
383,Home Security,Belgium,75705
2921,Crime and Mystery Movies,Vietnam,75705
19162,Strategy Video Games,Oman,75675
1093,Video Game Genres,Yemen,75630
21087,Talk Radio,Libya,75615
16043,News and Politics,Palestine,75615
15345,Talk Radio,,75600
16251,Winter Olympic Sports,Japan,75585
2409,Sports TV,Greece,75585
16727,Language Learning,UAE,75570
4179,Squash,Australia,75510
11542,Home & Garden,Ghana,75495
7445,Financial Regulation,South Africa,75465
14901,Summer Olympic Sports,UK,75450
10487,Malls & Shopping Centers,Italy,75450
4286,Travel Locations,Netherlands,75450
18718,Magic and Illusion,Philippines,75450
15363,Photography,Malaysia,75450
9068,Workshops and Classes,Lebanon,75375
1724,Real Estate,France,75375
12653,Strategy Video Games,Bahrain,75360
2213,Business Banking & Finance,Nigeria,75360
13402,Table Tennis,UK,75345
18381,Cricket,Germany,75345
17846,Local News,,75285
14820,News/Talk Radio,UK,75255
4751,Adventure Travel,Iraq,75240
7693,Internet,Palestine,75225
14458,Medical Health,Oman,75210
12970,Virtual Reality,Malaysia,75210
1558,Young Adult Literature,UAE,75210
4644,Alternative Medicine,India,75180
15445,Africa Travel,Lebanon,75180
10587,Hobbies & Interests,Colombia,75135
8551,Events and Attractions,Greece,75135
15003,R&B/Soul/Funk,Morocco,75120
7707,Music and Audio,Morocco,75120
10406,Songwriters/Folk,Morocco,75120
2878,3-D Graphics,Netherlands,75090
11112,Smart Home,Ghana,75030
8610,Talk Radio,Mauritius,75030
21039,Financial Crisis,Qatar,75015
10307,Olympic Sports,Sweden,75000
13210,Action-Adventure Video Games,,74955
11009,Web Development,Hong Kong,74940
7599,Celebrity Pregnancy,UK,74925
11523,Content Production,Colombia,74925
20306,Classical Music,UAE,74925
11594,Animation TV,Peru,74910
15285,Financial Reform,New Zealand,74895
8125,Home Security,Ghana,74880
4597,Religion & Spirituality,Netherlands,74865
6430,Polar Travel,Thailand,74865
20563,Soft AC Music,Spain,74835
6489,"Soundtracks, TV and Showtunes",Malaysia,74760
2227,Parks & Nature,Egypt,74760
16051,Political Issues,Singapore,74685
14172,Fantasy Movies,New Zealand,74655
1351,Divorce,Philippines,74655
10082,Men's Business Wear,Nigeria,74625
9000,Politics,Indonesia,74610
9062,Family and Relationships,Canada,74610
3846,Personal Debt,Saudi Arabia,74595
3036,Romance Movies,Egypt,74595
10453,Budget Travel,Singapore,74580
9800,Sports Video Games,Hong Kong,74535
4378,Street Style,Japan,74520
17010,Cameras and Camcorders,Malaysia,74520
872,Snooker/Pool/Billiards,South Korea,74490
16032,Fantasy Movies,Algeria,74490
16579,American Football,Greece,74490
8497,Sports,South Korea,74490
18662,Soft Rock,New Zealand,74490
19039,Coupons and Discounts,Qatar,74415
7879,College Basketball,Morocco,74370
10044,Computer Software and Applications,,74355
10541,Cycling,New Zealand,74355
17058,Bath and Shower,Belgium,74340
5882,Africa Travel,Spain,74325
17144,R&B/Soul/Funk,Bolivia,74310
19295,Cancer,UAE,74310
6274,Songwriters/Folk,Bolivia,74310
1482,Music and Audio,Bolivia,74310
16531,Sporting Events,South Korea,74295
15185,Wearable Technology,Qatar,74295
11751,Men's Underwear and Sleepwear,Nigeria,74250
8374,Celebrity Deaths,Kuwait,74235
2160,Rugby Union,,74235
9753,Olympic Sports,Italy,74220
14046,Video Software,Bolivia,74205
5082,News Radio,,74190
5439,Music TV,,74190
10503,Home Appliances,Belgium,74190
19666,Holiday TV,Indonesia,74145
1529,Children's TV,Denmark,74100
9816,Business Operations,Qatar,74100
9847,Hobbies & Interests,Peru,74100
